Time (s),Temperature (K),Mass (mg)
2479.2,724.19099,1.117
2481.6,724.57099,1.1157
2484,724.99601,1.1141
2486.4,725.38401,1.1112
2488.8,725.784,1.1094
2491.2,726.18201,1.1067
2493.6,726.59299,1.1045
2496,726.97901,1.1015
2498.4,727.379,1.0997
2500.8,727.78501,1.0977
2503.2,728.172,1.0952
2505.6,728.573,1.0932
2508,728.96799,1.0898
2510.4,729.36201,1.0871
2512.8,729.775,1.083
2515.2,730.172,1.0803
2517.6,730.58301,1.0773
2520,730.96699,1.0749
2522.4,731.36799,1.0722
2524.8,731.77,1.0705
2527.2,732.16501,1.0688
2529.6,732.55799,1.067
2532,732.94999,1.0647
2534.4,733.35401,1.0627
2536.8,733.75999,1.0604
2539.2,734.14399,1.0582
2541.6,734.54801,1.0551
2544,734.947,1.0542
2546.4,735.34101,1.0522
2548.8,735.72101,1.0506
2551.2,736.12501,1.0473
2553.6,736.53101,1.0463
2556,736.91501,1.0447
2558.4,737.31699,1.0424
2560.8,737.719,1.0404
2563.2,738.115,1.0376
2565.6,738.52601,1.0362
2568,738.91599,1.0338
2570.4,739.32499,1.032
2572.8,739.72401,1.0296
2575.2,740.12299,1.0282
2577.6,740.51499,1.0263
2580,740.91801,1.0236
2582.4,741.297,1.0216
2584.8,741.70499,1.0196
2587.2,742.09901,1.0174
2589.6,742.499,1.0153
2592,742.89899,1.0127
2594.4,743.297,1.011
2596.8,743.70099,1.0085
2599.2,744.09,1.0064
2601.6,744.48801,1.003
2604,744.88999,1.0013
2606.4,745.29499,0.9995
2608.8,745.68699,0.9967
2611.2,746.077,0.9948
2613.6,746.48099,0.9919
2616,746.874,0.99
2618.4,747.28,0.987
2620.8,747.67399,0.9845
2623.2,748.073,0.9823
2625.6,748.46799,0.9792
2628,748.874,0.9777
2630.4,749.262,0.9755
2632.8,749.66599,0.9728
2635.2,750.05799,0.9704
2637.6,750.46201,0.9679
2640,750.85499,0.9657
2642.4,751.25501,0.9634
2644.8,751.65299,0.961
2647.2,752.047,0.958
2649.6,752.43799,0.9563
2652,752.84199,0.954
2654.4,753.245,0.9517
2656.8,753.642,0.949
2659.2,754.03699,0.9467
2661.6,754.44401,0.9443
2664,754.831,0.9422
2666.4,755.24,0.939
2668.8,755.63599,0.9371
2671.2,756.029,0.9345
2673.6,756.434,0.9311
2676,756.83301,0.9297
2678.4,757.232,0.9265
2680.8,757.62101,0.9237
2683.2,758.02201,0.9201
2685.6,758.43201,0.9179
2688,758.81599,0.9148
2690.4,759.21201,0.9112
2692.8,759.61799,0.9098
2695.2,760.004,0.9075
2697.6,760.409,0.9044
2700,760.80601,0.9031
2702.4,761.20301,0.9018
2704.8,761.607,0.9001
2707.2,762.00699,0.8981
2709.6,762.40101,0.8968
2712,762.80601,0.8948
2714.4,763.19901,0.8915
2716.8,763.598,0.8895
2719.2,763.98301,0.8868
2721.6,764.39301,0.8842
2724,764.78599,0.8815
2726.4,765.19099,0.8788
2728.8,765.57801,0.8762
2731.2,765.99698,0.8739
2733.6,766.38001,0.8706
2736,766.78699,0.8682
2738.4,767.18299,0.8647
2740.8,767.573,0.8633
2743.2,767.97401,0.8607
2745.6,768.37699,0.8575
2748,768.779,0.8554
2750.4,769.189,0.8527
2752.8,769.56699,0.8496
2755.2,769.98899,0.8467
2757.6,770.37501,0.8436
2760,770.771,0.8409
2762.4,771.16801,0.8387
2764.8,771.57001,0.8357
2767.2,771.961,0.8335
2769.6,772.361,0.8304
2772,772.762,0.8283
2774.4,773.16199,0.8255
2776.8,773.551,0.8227
2779.2,773.96201,0.8211
2781.6,774.35999,0.8185
2784,774.75999,0.8152
2786.4,775.15101,0.8132
2788.8,775.54401,0.8113
2791.2,775.94001,0.8091
2793.6,776.353,0.8066
2796,776.749,0.8042
2798.4,777.141,0.8023
2800.8,777.54801,0.799
2803.2,777.93699,0.7971
2805.6,778.34199,0.7945
2808,778.73499,0.7915
2810.4,779.13199,0.7892
2812.8,779.542,0.7863
2815.2,779.93299,0.7831
2817.6,780.34501,0.7808
2820,780.736,0.7778
2822.4,781.13099,0.775
2824.8,781.53101,0.7723
2827.2,781.92399,0.7694
2829.6,782.327,0.7675
2832,782.72401,0.7645
2834.4,783.12501,0.7621
2836.8,783.52,0.7595
2839.2,783.91501,0.7581
2841.6,784.318,0.7564
2844,784.70801,0.7544
2846.4,785.10901,0.7531
2848.8,785.512,0.7506
2851.2,785.91099,0.7478
2853.6,786.30698,0.7458
2856,786.70298,0.7426
2858.4,787.11399,0.74
2860.8,787.51102,0.7369
2863.2,787.89701,0.734
2865.6,788.31101,0.7313
2868,788.69901,0.7283
2870.4,789.10001,0.725
2872.8,789.49998,0.7215
2875.2,789.895,0.719
2877.6,790.29502,0.7158
2880,790.69498,0.7132
2882.4,791.09,0.7104
2884.8,791.50303,0.7068
2887.2,791.87498,0.7041
2889.6,792.28098,0.7017
2892,792.67502,0.6993
2894.4,793.08103,0.6968
2896.8,793.47501,0.6945
2899.2,793.87699,0.6924
2901.6,794.28202,0.691
2904,794.67698,0.6888
2906.4,795.072,0.6867
2908.8,795.465,0.6834
2911.2,795.86899,0.6819
2913.6,796.27,0.6803
2916,796.67301,0.6777
2918.4,797.06998,0.6751
2920.8,797.46598,0.6706
2923.2,797.87101,0.6665
2925.6,798.27299,0.6634
2928,798.663,0.6604
2930.4,799.06998,0.6572
2932.8,799.46799,0.6542
2935.2,799.861,0.6519
2937.6,800.27097,0.6488
2940,800.66801,0.6461
2942.4,801.05302,0.6415
2944.8,801.46201,0.638
2947.2,801.85502,0.6343
2949.6,802.25101,0.632
2952,802.64799,0.6285
2954.4,803.046,0.625
2956.8,803.44401,0.6226
2959.2,803.84897,0.6203
2961.6,804.25101,0.6183
2964,804.64103,0.6165
2966.4,805.038,0.6148
2968.8,805.44102,0.612
2971.2,805.84397,0.6096
2973.6,806.23801,0.6071
2976,806.63999,0.6046
2978.4,807.03397,0.602
2980.8,807.43003,0.5992
2983.2,807.82999,0.5968
2985.6,808.236,0.5945
2988,808.63499,0.5922
2990.4,809.04001,0.5891
2992.8,809.426,0.5865
2995.2,809.83201,0.5827
2997.6,810.22703,0.5802
3000,810.62498,0.5779
3002.4,811.02598,0.5745
3004.8,811.42002,0.5724
3007.2,811.81199,0.5697
3009.6,812.22599,0.5657
3012,812.61301,0.5637
3014.4,813.01401,0.5613
3016.8,813.41703,0.5572
3019.2,813.81998,0.5556
3021.6,814.215,0.5528
3024,814.61503,0.5493
3026.4,815.01401,0.5475
3028.8,815.42399,0.5444
3031.2,815.81498,0.5418
3033.6,816.21097,0.5385
3036,816.61301,0.5355
3038.4,817.00901,0.5319
3040.8,817.42301,0.5296
3043.2,817.801,0.5271
3045.6,818.20603,0.5245
3048,818.61198,0.5215
3050.4,819.00101,0.5196
3052.8,819.40702,0.5158
3055.2,819.81101,0.5143
3057.6,820.20798,0.5112
3060,820.60398,0.5083
3062.4,820.99601,0.5047
3064.8,821.41099,0.5028
3067.2,821.80802,0.5002
3069.6,822.20603,0.4968
3072,822.60801,0.4943
3074.4,823.00602,0.4908
3076.8,823.39597,0.4878
3079.2,823.80399,0.4846
3081.6,824.197,0.4817
3084,824.59,0.4788
3086.4,825.00797,0.4762
3088.8,825.39701,0.4732
3091.2,825.79697,0.4701
3093.6,826.20103,0.4671
3096,826.61198,0.4642
3098.4,827.00303,0.4612
3100.8,827.41398,0.4592
3103.2,827.80399,0.457
3105.6,828.19797,0.4541
3108,828.598,0.4518
3110.4,829.00101,0.4495
3112.8,829.40598,0.4464
3115.2,829.801,0.4441
3117.6,830.20298,0.4419
3120,830.603,0.4398
3122.4,830.99802,0.4376
3124.8,831.39402,0.4343
3127.2,831.796,0.4311
3129.6,832.19303,0.4274
3132,832.598,0.4231
3134.4,832.991,0.4185
3136.8,833.40098,0.415
3139.2,833.79001,0.4123
3141.6,834.19797,0.4086
3144,834.59202,0.4066
3146.4,834.99198,0.405
3148.8,835.39701,0.4035
3151.2,835.796,0.4013
3153.6,836.18198,0.3981
3156,836.58402,0.3965
3158.4,836.98899,0.394
3160.8,837.37998,0.3911
3163.2,837.788,0.3886
3165.6,838.19199,0.3855
3168,838.585,0.3832
3170.4,838.99198,0.3808
3172.8,839.38999,0.378
3175.2,839.78898,0.3752
3177.6,840.18198,0.3725
3180,840.58701,0.3695
3182.4,840.97898,0.3666
3184.8,841.37998,0.3642
3187.2,841.77598,0.3613
3189.6,842.18699,0.358
3192,842.58903,0.3551
3194.4,842.978,0.3521
3196.8,843.37803,0.3496
3199.2,843.77799,0.3456
3201.6,844.17698,0.3431
3204,844.57999,0.3405
3206.4,844.97599,0.338
3208.8,845.37699,0.3362
3211.2,845.77201,0.3337
3213.6,846.17002,0.332
3216,846.57798,0.3291
3218.4,846.97001,0.3273
3220.8,847.37101,0.3237
3223.2,847.77701,0.3218
3225.6,848.17002,0.3185
3228,848.572,0.3143
3230.4,848.96799,0.3123
3232.8,849.37101,0.3097
3235.2,849.77201,0.3069
3237.6,850.16898,0.3041
3240,850.58298,0.3015
3242.4,850.98301,0.298
3244.8,851.387,0.2957
3247.2,851.77402,0.293
3249.6,852.18003,0.29
3252,852.57297,0.2876
3254.4,852.97501,0.2848
3256.8,853.36899,0.281
3259.2,853.767,0.2784
3261.6,854.17197,0.275
3264,854.57401,0.2727
3266.4,854.965,0.2695
3268.8,855.36899,0.266
3271.2,855.775,0.2632
3273.6,856.17802,0.2607
3276,856.57102,0.2564
3278.4,856.97098,0.254
3280.8,857.37601,0.2514
3283.2,857.77799,0.2489
3285.6,858.17399,0.2465
3288,858.56199,0.2439
3290.4,858.96403,0.2412
3292.8,859.37302,0.2384
3295.2,859.76298,0.2342
3297.6,860.171,0.2322
3300,860.57999,0.2287
3302.4,860.96897,0.225
3304.8,861.36997,0.2224
3307.2,861.77701,0.2196
3309.6,862.17399,0.2166
3312,862.57297,0.2139
3314.4,862.97001,0.2112
3316.8,863.36503,0.2077
3319.2,863.76603,0.2055
3321.6,864.16898,0.2018
3324,864.56302,0.2001
3326.4,864.965,0.1974
3328.8,865.374,0.194
3331.2,865.77201,0.1915
3333.6,866.16599,0.1885
3336,866.56901,0.1849
3338.4,866.96299,0.1839
3340.8,867.36997,0.1816
3343.2,867.77201,0.1792
3345.6,868.163,0.1773
3348,868.57798,0.1758
3350.4,868.965,0.1737
3352.8,869.36399,0.1714
3355.2,869.77903,0.1691
3357.6,870.17399,0.1673
3360,870.55997,0.165
3362.4,870.96097,0.1623
3364.8,871.36802,0.1594
3367.2,871.76902,0.157
3369.6,872.171,0.1549
3372,872.56699,0.1522
3374.4,872.96897,0.1485
3376.8,873.36802,0.147
3379.2,873.767,0.1447
3381.6,874.158,0.1429
3384,874.55399,0.1395
3386.4,874.96097,0.1375
3388.8,875.35203,0.135
3391.2,875.74998,0.1325
3393.6,876.15702,0.13
3396,876.54502,0.1278
3398.4,876.94102,0.1245
3400.8,877.35502,0.1232
3403.2,877.74302,0.1211
3405.6,878.14298,0.1195
3408,878.54801,0.1168
3410.4,878.94602,0.1156
3412.8,879.34299,0.1142
3415.2,879.74302,0.1123
3417.6,880.137,0.1109
3420,880.55002,0.1091
3422.4,880.93998,0.1062
3424.8,881.33799,0.1044
3427.2,881.74003,0.1021
3429.6,882.142,0.0998
3432,882.54502,0.0974
3434.4,882.939,0.0956
3436.8,883.33597,0.0934
3439.2,883.74399,0.0917
3441.6,884.14103,0.0901
3444,884.53898,0.0873
3446.4,884.93601,0.0861
3448.8,885.33799,0.0843
3451.2,885.73099,0.0825
3453.6,886.13102,0.0801
3456,886.54203,0.0788
3458.4,886.93601,0.0774
3460.8,887.34501,0.0756
3463.2,887.74198,0.0736
3465.6,888.13602,0.0721
3468,888.52598,0.0703
3470.4,888.93699,0.0688
3472.8,889.34098,0.0677
3475.2,889.73698,0.0656
3477.6,890.13102,0.0643
3480,890.53202,0.064
3482.4,890.92399,0.0631
3484.8,891.32798,0.062
3487.2,891.73197,0.0611
3489.6,892.12699,0.0602
3492,892.53202,0.0591
3494.4,892.92899,0.0583
3496.8,893.31998,0.0575
3499.2,893.70603,0.057
3501.6,894.11399,0.0565
3504,894.52,0.056
3506.4,894.90598,0.0553
3508.8,895.301,0.0548
3511.2,895.69999,0.054
3513.6,896.10801,0.0534
3516,896.49998,0.0529
3518.4,896.89701,0.0526
3520.8,897.29301,0.0528
3523.2,897.69797,0.0527
3525.6,898.103,0.0525
3528,898.49698,0.0524
3530.4,898.90299,0.0524
3532.8,899.29203,0.0523
3535.2,899.69498,0.0522
3537.6,900.09202,0.052
3540,900.50199,0.0518
3542.4,900.89799,0.0516
3544.8,901.301,0.051
3547.2,901.69797,0.0505
3549.6,902.09397,0.0501
3552,902.49802,0.0493
3554.4,902.90403,0.0485
3556.8,903.301,0.0479
3559.2,903.70499,0.0477
3561.6,904.10801,0.0477
3564,904.49998,0.0478
3566.4,904.91099,0.0478
3568.8,905.31498,0.0479
3571.2,905.71097,0.0479
3573.6,906.11002,0.0477
3576,906.51603,0.0475
3578.4,906.908,0.0474
3580.8,907.31302,0.0471
3583.2,907.72098,0.047
3585.6,908.11503,0.0468
3588,908.52,0.0464
3590.4,908.91703,0.0462
3592.8,909.32603,0.0459
3595.2,909.72599,0.0456
3597.6,910.11997,0.0453
3600,910.52903,0.0449
3602.4,910.934,0.0443
3604.8,911.33799,0.0439
3607.2,911.73502,0.0435
3609.6,912.129,0.0432
3612,912.546,0.0427
3614.4,912.939,0.0424
3616.8,913.34702,0.042
3619.2,913.74601,0.0417
3621.6,914.14701,0.0413
3624,914.54203,0.041
3626.4,914.94602,0.0408
3628.8,915.34897,0.0408
3631.2,915.75498,0.0409
3633.6,916.145,0.0409
3636,916.56101,0.041
3638.4,916.95701,0.041
3640.8,917.35502,0.0411
3643.2,917.75602,0.0411
3645.6,918.16099,0.0412
3648,918.57999,0.0412
3650.4,918.96897,0.0412
3652.8,919.379,0.0413
3655.2,919.77402,0.0411
3657.6,920.18101,0.0402
3660,920.57102,0.0399
3662.4,920.98002,0.0398
3664.8,921.37101,0.0396
3667.2,921.77903,0.0395
3669.6,922.17802,0.0394
3672,922.58201,0.0393
3674.4,922.98398,0.0392
3676.8,923.38901,0.0393
3679.2,923.79099,0.0395
3681.6,924.18497,0.0398
3684,924.59397,0.0406
3686.4,924.99399,0.0411
3688.8,925.38798,0.0414
3691.2,925.78898,0.0415
3693.6,926.18699,0.0416
3696,926.60099,0.0418
3698.4,927.00303,0.0421
3700.8,927.40098,0.0423
3703.2,927.801,0.0425
3705.6,928.20603,0.0425
3708,928.60203,0.0425
3710.4,929.01102,0.0425
3712.8,929.41001,0.0432
3715.2,929.81302,0.0441
3717.6,930.20402,0.0447
3720,930.611,0.0453
3722.4,931.025,0.0454
3724.8,931.421,0.0454
3727.2,931.81803,0.0453
3729.6,932.23002,0.0453
3732,932.62101,0.0453
3734.4,933.02,0.0452
3736.8,933.41501,0.0452
3739.2,933.82999,0.0449
3741.6,934.22599,0.0441
3744,934.62998,0.0439
3746.4,935.02,0.0437
3748.8,935.44401,0.0436
3751.2,935.84,0.0435
3753.6,936.23698,0.0434
3756,936.64597,0.0433
3758.4,937.04301,0.043
3760.8,937.44199,0.0428
3763.2,937.84098,0.0427
3765.6,938.25303,0.0425
3768,938.65098,0.0424
3770.4,939.05997,0.0422
3772.8,939.45603,0.0421
3775.2,939.86002,0.0432
3777.6,940.254,0.0446
3780,940.658,0.0453
3782.4,941.05399,0.0455
3784.8,941.45603,0.0455
3787.2,941.853,0.0455
3789.6,942.25901,0.0455
3792,942.65702,0.0455
3794.4,943.06199,0.0455
3796.8,943.473,0.0455
3799.2,943.87803,0.0455
3801.6,944.26798,0.0455
3804,944.66703,0.0455
3806.4,945.077,0.0455
3808.8,945.47703,0.0455
3811.2,945.87302,0.0455
3813.6,946.27903,0.0455
3816,946.68802,0.0455
3818.4,947.08402,0.0455
3820.8,947.49003,0.0455
3823.2,947.88297,0.0455
3825.6,948.29203,0.0455
3828,948.69303,0.0455
3830.4,949.103,0.0455
3832.8,949.49802,0.0455
3835.2,949.90598,0.0455
3837.6,950.30399,0.0455
3840,950.70402,0.0455
3842.4,951.10599,0.0455
3844.8,951.51102,0.0455
3847.2,951.905,0.0454
3849.6,952.30698,0.0454
3852,952.71201,0.0454
3854.4,953.11503,0.0453
3856.8,953.51102,0.0453
3859.2,953.913,0.0453
3861.6,954.31803,0.0453
3864,954.723,0.0452
3866.4,955.12198,0.0452
3868.8,955.52,0.0452
3871.2,955.91599,0.0447
3873.6,956.322,0.0444
3876,956.73002,0.0443
3878.4,957.12699,0.044
3880.8,957.52097,0.0434
3883.2,957.926,0.043
3885.6,958.32798,0.0424
3888,958.728,0.0419
3890.4,959.12803,0.0416
3892.8,959.52799,0.0415
3895.2,959.92899,0.0415
3897.6,960.322,0.0415
3900,960.73899,0.0415
3902.4,961.13199,0.0416
3904.8,961.53202,0.0416
3907.2,961.93699,0.0417
3909.6,962.33597,0.0417
3912,962.73502,0.0418
3914.4,963.13499,0.0419
3916.8,963.53702,0.0418
3919.2,963.93699,0.0416
3921.6,964.33103,0.0415
3924,964.74003,0.0413
3926.4,965.13602,0.0412
3928.8,965.55002,0.041
3931.2,965.94102,0.041
3933.6,966.34397,0.041
3936,966.74003,0.041
3938.4,967.14799,0.041
3940.8,967.55002,0.041
3943.2,967.94999,0.041
3945.6,968.348,0.041
3948,968.74698,0.041
3950.4,969.15098,0.041
3952.8,969.559,0.0419
3955.2,969.95402,0.0424
3957.6,970.36198,0.0418
3960,970.75699,0.0416
3962.4,971.16398,0.041
3964.8,971.56199,0.0412
3967.2,971.973,0.0418
3969.6,972.35898,0.0422
3972,972.76499,0.0426
3974.4,973.16202,0.0429
3976.8,973.55601,0.0433
3979.2,973.97703,0.0435
3981.6,974.379,0.0435
3984,974.77097,0.0435
3986.4,975.16703,0.0435
3988.8,975.56602,0.0435
3991.2,975.96598,0.0435
3993.6,976.37302,0.0435
3996,976.77097,0.0435
3998.4,977.17399,0.0435
4000.8,977.57297,0.0435
4003.2,977.97703,0.0435
4005.6,978.374,0.0435
4008,978.78,0.0434
4010.4,979.17698,0.0423
4012.8,979.58402,0.0419
4015.2,979.98099,0.0418
4017.6,980.38499,0.0411
4020,980.78599,0.0406
4022.4,981.19102,0.0402
4024.8,981.58201,0.0399
4027.2,981.98502,0.0394
4029.6,982.39799,0.0388
4032,982.79301,0.0382
4034.4,983.18998,0.0376
4036.8,983.59897,0.0372
4039.2,983.99497,0.0369
4041.6,984.40098,0.0368
4044,984.80601,0.0364
4046.4,985.197,0.0361
4048.8,985.598,0.0356
4051.2,985.99601,0.0361
4053.6,986.405,0.0364
4056,986.79899,0.0363
4058.4,987.21201,0.0363
4060.8,987.603,0.0365
4063.2,988.00498,0.0366
4065.6,988.40598,0.0367
4068,988.81199,0.0368
4070.4,989.21,0.0369
4072.8,989.61198,0.037
4075.2,990.00999,0.0371
4077.6,990.41202,0.0373
4080,990.809,0.0374
4082.4,991.21201,0.0375
4084.8,991.61198,0.0376
4087.2,992.01798,0.0377
4089.6,992.41398,0.0378
4092,992.81302,0.0379
4094.4,993.21097,0.038
4096.8,993.61002,0.038
4099.2,994.01902,0.038
4101.6,994.42197,0.0386
4104,994.81199,0.0398
4106.4,995.223,0.0404
4108.8,995.62803,0.0405
4111.2,996.02299,0.0403
4113.6,996.42301,0.0395
4116,996.81998,0.0392
4118.4,997.22397,0.0389
4120.8,997.62101,0.0387
4123.2,998.02097,0.0385
4125.6,998.41898,0.0385
4128,998.83903,0.0385
4130.4,999.23502,0.0385
4132.8,999.62198,0.0385
4135.2,1000.02299,0.0385
4137.6,1000.43101,0.0384
4140,1000.82999,0.0384
4142.4,1001.23502,0.0382
4144.8,1001.63297,0.0382
4147.2,1002.03098,0.038
4149.6,1002.43003,0.0379
4152,1002.83201,0.0377
4154.4,1003.23502,0.0376
4156.8,1003.63199,0.0374
4159.2,1004.038,0.0374
4161.6,1004.43699,0.0372
4164,1004.84501,0.0369
4166.4,1005.249,0.0358
4168.8,1005.65403,0.0353
4171.2,1006.04697,0.0351
4173.6,1006.44999,0.035
4176,1006.85203,0.0349
4178.4,1007.24698,0.0359
4180.8,1007.645,0.0361
4183.2,1008.059,0.0362
4185.6,1008.46,0.0361
4188,1008.85599,0.0362
4190.4,1009.25999,0.0361
4192.8,1009.66398,0.0359
4195.2,1010.064,0.0355
4197.6,1010.45902,0.0352
4200,1010.86002,0.0351
4202.4,1011.275,0.0349
4204.8,1011.66599,0.0348
4207.2,1012.05601,0.0346
4209.6,1012.47098,0.0345
4212,1012.86698,0.0345
4214.4,1013.27,0.0345
4216.8,1013.66898,0.0349
4219.2,1014.06498,0.0354
4221.6,1014.48099,0.0363
4224,1014.87498,0.037
4226.4,1015.27903,0.0376
4228.8,1015.68003,0.0378
4231.2,1016.08201,0.0378
4233.6,1016.48197,0.0377
4236,1016.88199,0.0376
4238.4,1017.28,0.0376
4240.8,1017.68802,0.0382
4243.2,1018.085,0.0388
4245.6,1018.486,0.0392
4248,1018.89298,0.0395
4250.4,1019.29203,0.0398
4252.8,1019.69797,0.0399
4255.2,1020.103,0.0398
4257.6,1020.49497,0.0397
4260,1020.89597,0.0396
4262.4,1021.29502,0.0395
4264.8,1021.702,0.0395
4267.2,1022.098,0.0395
4269.6,1022.49497,0.0395
4272,1022.91202,0.0395
4274.4,1023.309,0.0395
4276.8,1023.70798,0.0395
4279.2,1024.10502,0.0395
4281.6,1024.50498,0.0395
4284,1024.90897,0.0395
4286.4,1025.309,0.0395
4288.8,1025.715,0.0394
4291.2,1026.11002,0.0394
4293.6,1026.51798,0.0393
4296,1026.90403,0.0392
4298.4,1027.32499,0.0392
4300.8,1027.72501,0.0391
4303.2,1028.13499,0.039
4305.6,1028.53898,0.039
4308,1028.93802,0.0389
4310.4,1029.33201,0.0388
4312.8,1029.73801,0.0388
4315.2,1030.13297,0.0384
4317.6,1030.533,0.038
4320,1030.93497,0.0379
4322.4,1031.34098,0.0378
4324.8,1031.73899,0.0377
4327.2,1032.14103,0.0376
4329.6,1032.54697,0.0375
4332,1032.94102,0.0371
4334.4,1033.35099,0.0369
4336.8,1033.75999,0.0367
4339.2,1034.14902,0.0367
4341.6,1034.55198,0.0363
4344,1034.94797,0.036
4346.4,1035.35398,0.0358
4348.8,1035.754,0.0356
4351.2,1036.15897,0.0354
4353.6,1036.55601,0.0353
4356,1036.95298,0.0354
4358.4,1037.35203,0.0354
4360.8,1037.75498,0.0354
4363.2,1038.14799,0.0357
4365.6,1038.55002,0.0361
4368,1038.952,0.0372
4370.4,1039.35203,0.0378
4372.8,1039.75797,0.038
4375.2,1040.15598,0.038
4377.6,1040.56101,0.038
4380,1040.952,0.038
4382.4,1041.353,0.038
4384.8,1041.75999,0.0382
4387.2,1042.16501,0.0383
4389.6,1042.56101,0.0385
4392,1042.96897,0.0386
4394.4,1043.366,0.0387
4396.8,1043.76902,0.0388
4399.2,1044.163,0.0389
4401.6,1044.57102,0.0388
4404,1044.98099,0.0384
4406.4,1045.36698,0.0379
4408.8,1045.75901,0.0377
4411.2,1046.17197,0.0379
4413.6,1046.57297,0.0383
4416,1046.978,0.04
4418.4,1047.36997,0.0411
4420.8,1047.77402,0.0414
4423.2,1048.184,0.0414
4425.6,1048.57999,0.0402
4428,1048.98301,0.0394
4430.4,1049.38602,0.0391
4432.8,1049.78202,0.0387
4435.2,1050.17802,0.0383
4437.6,1050.57902,0.0381
4440,1050.978,0.0379
4442.4,1051.387,0.0377
4444.8,1051.78898,0.0375
4447.2,1052.19498,0.0374
4449.6,1052.59598,0.0372
4452,1052.99399,0.0371
4454.4,1053.39402,0.037
4456.8,1053.796,0.037
4459.2,1054.19602,0.037
4461.6,1054.59702,0.037
4464,1055.00101,0.037
4466.4,1055.4,0.0371
4468.8,1055.80302,0.0382
4471.2,1056.20902,0.0386
4473.6,1056.60099,0.0387
4476,1057.00999,0.0389
4478.4,1057.40098,0.039
4480.8,1057.80601,0.0391
4483.2,1058.202,0.0392
4485.6,1058.60398,0.0393
4488,1059.01798,0.0394
4490.4,1059.40403,0.0395
4492.8,1059.81602,0.0396
4495.2,1060.215,0.0392
4497.6,1060.61698,0.0388
4500,1061.01798,0.0387
4502.4,1061.42301,0.0386
4504.8,1061.822,0.0383
4507.2,1062.22202,0.0375
4509.6,1062.61997,0.0371
4512,1063.02701,0.0369
4514.4,1063.42301,0.0366
4516.8,1063.83402,0.0363
4519.2,1064.23197,0.036
4521.6,1064.63102,0.0357
4524,1065.038,0.0355
4526.4,1065.43601,0.0353
4528.8,1065.827,0.0351
4531.2,1066.23002,0.035
4533.6,1066.629,0.035
4536,1067.03898,0.035
4538.4,1067.42899,0.035
4540.8,1067.83201,0.035
4543.2,1068.23398,0.0349
4545.6,1068.62998,0.0348
4548,1069.03599,0.0347
4550.4,1069.43003,0.0349
4552.8,1069.83701,0.0358
4555.2,1070.23301,0.036
4557.6,1070.63499,0.036
